vendor,month,bucket_total,current_placement,xoro_says,match,diff_moves,unmapped,no_signal,action
"CSL Express Line",2025-06,"$1,020.00","5401 Freight Expense: $1,020.00","","$0.00","","","$1,020.00","none"
"CSL Express Line",2025-12,"$450.00","5401 Freight Expense: $450.00","","$0.00","","","$450.00","none"
"CVS Pharmacy",2025-10,"$27.43","6350 Miscellaneous Expense: $27.43","","$0.00","","","$27.43","none"
"Caine & Weiner",2025-05,"$293.78","6344 Legal & Professional Services: $293.78","","$0.00","","","$293.78","none"
"California Department of Tax and Fee Admin",2024-10,"$807.00","6386 Taxes & Licenses: $807.00","","$0.00","","","$807.00","none"
"California Department of Tax and Fee Admin",2024-12,"$1,774.49","6386 Taxes & Licenses: $1,774.49","","$0.00","","","$1,774.49","none"
"California Department of Tax and Fee Admin",2025-03,"$1,364.00","6386 Taxes & Licenses: $1,364.00","","$0.00","","","$1,364.00","none"
"California Department of Tax and Fee Admin",2025-07,"$1,360.00","6386 Taxes & Licenses: $1,360.00","","$0.00","","","$1,360.00","none"
"California Department of Tax and Fee Admin",2025-11,"$1,174.00","6386 Taxes & Licenses: $1,174.00","","$0.00","","","$1,174.00","none"
"California Market Center Parking",2024-10,"$15.00","6370 Travel: $15.00","","$0.00","","","$15.00","none"
"California Market Center Parking",2024-11,"$20.00","6370 Travel: $20.00","","$0.00","","","$20.00","none"
"California Supply, Inc.",2024-09,"$3,000.26","6374 Warehouse Supplies Expense: $3,000.26","","$0.00","","","$3,000.26","none"
"California Supply, Inc.",2024-11,"$167.52","6374 Warehouse Supplies Expense: $167.52","","$0.00","","","$167.52","none"
"California Supply, Inc.",2024-12,"$256.20","6374 Warehouse Supplies Expense: $256.20","","$0.00","","","$256.20","none"
"California Supply, Inc.",2025-01,"$1,391.45","6374 Warehouse Supplies Expense: $1,391.45","","$0.00","","","$1,391.45","none"
"California Supply, Inc.",2025-02,"$6,493.20","6374 Warehouse Supplies Expense: $6,493.20","","$0.00","","","$6,493.20","none"
"California Supply, Inc.",2025-03,"$6,468.25","6374 Warehouse Supplies Expense: $6,468.25","","$0.00","","","$6,468.25","none"
"California Supply, Inc.",2025-04,"$4,310.00","6374 Warehouse Supplies Expense: $4,310.00","","$0.00","","","$4,310.00","none"
"California Supply, Inc.",2025-07,"$915.18","6374 Warehouse Supplies Expense: $915.18","","$0.00","","","$915.18","none"
"California Supply, Inc.",2025-08,"$169.34","6374 Warehouse Supplies Expense: $169.34","","$0.00","","","$169.34","none"
"California Supply, Inc.",2025-09,"$2,369.31","6374 Warehouse Supplies Expense: $2,369.31","","$0.00","","","$2,369.31","none"
"California Supply, Inc.",2025-10,"$4,355.30","6374 Warehouse Supplies Expense: $4,355.30","","$0.00","","","$4,355.30","none"
"California Supply, Inc.",2025-11,"$683.80","6374 Warehouse Supplies Expense: $683.80","","$0.00","","","$683.80","none"
"California Supply, Inc.",2025-12,"$1,882.80","6374 Warehouse Supplies Expense: $1,882.80","","$0.00","","","$1,882.80","none"
"California Supply, Inc.",2026-01,"$4,736.40","6374 Warehouse Supplies Expense: $4,736.40","","$0.00","","","$4,736.40","none"
"California Supply, Inc.",2026-02,"$234.40","6374 Warehouse Supplies Expense: $234.40","","$0.00","","","$234.40","none"
"California Supply, Inc.",2026-03,"$5,026.93","6374 Warehouse Supplies Expense: $5,026.93","","$0.00","","","$5,026.93","none"
"California Supply, Inc.",2026-04,"$948.60","6374 Warehouse Supplies Expense: $948.60","","$0.00","","","$948.60","none"
"California Supply, Inc.",2026-05,"$6,987.30","6374 Warehouse Supplies Expense: $6,987.30","","$0.00","","","$6,987.30","none"
"Capital Premium for Travelers EPLI",2024-09,"$952.20","6336 E&O: $952.20","","$0.00","","","$952.20","none"
"Capital Premium for Travelers EPLI",2024-10,"$952.20","6336 E&O: $952.20","","$0.00","","","$952.20","none"
"Capital Premium for Travelers EPLI",2024-11,"$952.20","6336 E&O: $952.20","","$0.00","","","$952.20","none"
"Capital Premium for Travelers EPLI",2024-12,"$952.20","6336 E&O: $952.20","","$0.00","","","$952.20","none"
"Capital Premium for Travelers EPLI",2025-01,"$952.20","6336 E&O: $952.20","","$0.00","","","$952.20","none"
"Capital Premium for Travelers EPLI",2025-02,"$952.20","6336 E&O: $952.20","","$0.00","","","$952.20","none"
"Capital Premium for Travelers EPLI",2025-06,"$5,678.20","6336 E&O: $5,678.20","","$0.00","","","$5,678.20","none"
"Capital Premium for Travelers EPLI",2025-07,"$998.95","6336 E&O: $998.95","","$0.00","","","$998.95","none"
"Capital Premium for Travelers EPLI",2025-08,"$998.95","6336 E&O: $998.95","","$0.00","","","$998.95","none"
"Capital Premium for Travelers EPLI",2025-09,"$998.95","6336 E&O: $998.95","","$0.00","","","$998.95","none"
"Capital Premium for Travelers EPLI",2025-10,"$998.95","6336 E&O: $998.95","","$0.00","","","$998.95","none"
"Capital Premium for Travelers EPLI",2025-11,"$1,031.75","6336 E&O: $1,031.75","","$0.00","","","$1,031.75","none"
"Capital Premium for Travelers EPLI",2025-12,"$998.95","6336 E&O: $998.95","","$0.00","","","$998.95","none"
"Capital Premium for Travelers EPLI",2026-01,"$998.95","6336 E&O: $998.95","","$0.00","","","$998.95","none"
"Capital Premium for Travelers EPLI",2026-03,"$998.95","6336 E&O: $998.95","","$0.00","","","$998.95","none"
"Capital Premium for Travelers EPLI",2026-04,"$998.95","6336 E&O: $998.95","","$0.00","","","$998.95","none"
"Celon Lounge",2025-06,"$139.76","6349 Meals & Entertainment: $139.76","","$0.00","","","$139.76","none"
"Chabad of Woodland Hills",2024-11,"$720.00","6309 Charitable Contributions: $720.00","","$0.00","","","$720.00","none"
"Chevron Stations Inc.",2025-10,"$72.12","6304 Auto Expense: $72.12","","$0.00","","","$72.12","none"
"City Logistics-ACH",2024-09,"$685.00","5401 Freight Expense: $685.00","","$0.00","","","$685.00","none"
"City Logistics-ACH",2024-10,"$274.00","5401 Freight Expense: $274.00","","$0.00","","","$274.00","none"
"City Logistics-ACH",2024-11,"$1,111.50","5401 Freight Expense: $1,111.50","","$0.00","","","$1,111.50","none"
"City Logistics-ACH",2024-12,"$674.00","5401 Freight Expense: $674.00","","$0.00","","","$674.00","none"
"City Logistics-ACH",2025-01,"$3,149.75","5401 Freight Expense: $3,149.75","","$0.00","","","$3,149.75","none"
"City Logistics-ACH",2025-02,"$3,481.50","5401 Freight Expense: $3,481.50","","$0.00","","","$3,481.50","none"
"City Logistics-ACH",2025-03,"$2,208.00","5401 Freight Expense: $2,208.00","","$0.00","","","$2,208.00","none"
"City Logistics-ACH",2025-05,"$3,747.75","5401 Freight Expense: $3,747.75","","$0.00","","","$3,747.75","none"
"City Logistics-ACH",2025-06,"$2,037.00","5401 Freight Expense: $2,037.00","","$0.00","","","$2,037.00","none"
"City Logistics-ACH",2025-07,"$2,626.00","5401 Freight Expense: $2,626.00","","$0.00","","","$2,626.00","none"
"City Logistics-ACH",2025-08,"$680.00","5401 Freight Expense: $680.00","","$0.00","","","$680.00","none"
"City Logistics-ACH",2025-10,"$274.00","5401 Freight Expense: $274.00","","$0.00","","","$274.00","none"
"City Logistics-ACH",2025-12,"$680.00","5401 Freight Expense: $680.00","","$0.00","","","$680.00","none"
"City Logistics-ACH",2026-04,"$320.00","5401 Freight Expense: $320.00","","$0.00","","","$320.00","none"
"City Logistics-ACH",2026-05,"$1,315.00","5401 Freight Expense: $1,315.00","","$0.00","","","$1,315.00","none"
"City of LA Business Tax",2026-03,"$749.53","6307 Business License Expense: $749.53","","$0.00","","","$749.53","none"
"City of Los Angeles-Office of Finance",2024-08,"$94.88","6307 Business License Expense: $94.88","","$0.00","","Other Miscellaneous Expense: $94.88","$0.00","none"
"City of Los Angeles-Office of Finance",2024-10,"$5,340.00","6307 Business License Expense: $5,340.00","","$0.00","","","$5,340.00","none"
"City of Los Angeles-Office of Finance",2024-11,"$26.00","6307 Business License Expense: $26.00","","$0.00","","","$26.00","none"
"Coast to Coast Installations, LLC.",2024-12,"$3,480.00","6364 Repairs & Maintenance: $3,480.00","","$0.00","","","$3,480.00","none"
"ComputerCare, Inc.",2024-10,"$900.00","6313 Computer Maintenance Expense: $900.00","","$0.00","","","$900.00","none"
"ComputerCare, Inc.",2025-01,"$900.00","6313 Computer Maintenance Expense: $900.00","","$0.00","","","$900.00","none"
"ComputerCare, Inc.",2025-04,"$900.00","6313 Computer Maintenance Expense: $900.00","","$0.00","","","$900.00","none"
"ComputerCare, Inc.",2025-07,"$900.00","6313 Computer Maintenance Expense: $900.00","","$0.00","","","$900.00","none"
"ComputerCare, Inc.",2025-10,"$900.00","6313 Computer Maintenance Expense: $900.00","","$0.00","","","$900.00","none"
"ComputerCare, Inc.",2026-01,"$900.00","6313 Computer Maintenance Expense: $900.00","","$0.00","","","$900.00","none"
"ComputerCare, Inc.",2026-04,"$900.00","6313 Computer Maintenance Expense: $900.00","","$0.00","","","$900.00","none"
"Costco Warehouse",2024-10,"$325.78","6381 Employee Break Room Supplies Expense: $325.78","","$0.00","","","$325.78","none"
"Costco Warehouse",2024-11,"$872.36","6381 Employee Break Room Supplies Expense: $872.36","","$0.00","","","$872.36","none"
"Costco Warehouse",2024-12,"$1,030.43","6381 Employee Break Room Supplies Expense: $1,030.43","","$0.00","","","$1,030.43","none"
"Costco Warehouse",2025-01,"$299.63","6381 Employee Break Room Supplies Expense: $299.63","","$0.00","","","$299.63","none"
"Costco Warehouse",2025-02,"$162.71","6381 Employee Break Room Supplies Expense: $162.71","","$0.00","","","$162.71","none"
"Costco Warehouse",2025-03,"$399.68","6381 Employee Break Room Supplies Expense: $399.68","","$0.00","","","$399.68","none"
"Costco Warehouse",2025-07,"$597.77","6381 Employee Break Room Supplies Expense: $597.77","","$0.00","","","$597.77","none"
"Costco Warehouse",2025-08,"$1,282.97","6381 Employee Break Room Supplies Expense: $1,282.97","","$0.00","","","$1,282.97","none"
"Costco Warehouse",2025-09,"$660.68","6381 Employee Break Room Supplies Expense: $660.68","","$0.00","","","$660.68","none"
"Costco Warehouse",2025-10,"$1,211.18","6381 Employee Break Room Supplies Expense: $1,211.18","","$0.00","","","$1,211.18","none"
"Costco Warehouse",2025-11,"$74.02","6381 Employee Break Room Supplies Expense: $74.02","","$0.00","","","$74.02","none"
"Costco Warehouse",2026-01,"$322.83","6381 Employee Break Room Supplies Expense: $322.83","","$0.00","","","$322.83","none"
"Costco Warehouse",2026-02,"$492.29","6381 Employee Break Room Supplies Expense: $492.29","","$0.00","","","$492.29","none"
"Coway USA",2024-09,"$117.14","6327 Equipment Rental: $117.14","","$0.00","","","$117.14","none"
"Coway USA",2024-10,"$117.14","6327 Equipment Rental: $117.14","","$0.00","","","$117.14","none"
"Coway USA",2024-12,"$117.14","6327 Equipment Rental: $117.14","","$0.00","","","$117.14","none"
"Coway USA",2025-01,"$117.14","6327 Equipment Rental: $117.14","","$0.00","","","$117.14","none"
"Coway USA",2025-02,"$117.14","6327 Equipment Rental: $117.14","","$0.00","","","$117.14","none"
"Coway USA",2025-03,"$117.14","6327 Equipment Rental: $117.14","","$0.00","","","$117.14","none"
"Coway USA",2025-04,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2025-05,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2025-06,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2025-07,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2025-08,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2025-09,"$234.82","6327 Equipment Rental: $234.82","","$0.00","","","$234.82","none"
"Coway USA",2025-11,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2025-12,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2026-01,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2026-02,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2026-03,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2026-04,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2026-05,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Coway USA",2026-06,"$117.41","6327 Equipment Rental: $117.41","","$0.00","","","$117.41","none"
"Crumble Cookie",2025-07,"$32.36","6349 Meals & Entertainment: $32.36","","$0.00","","","$32.36","none"
"Curb Taxi Las Vegas",2025-08,"$26.66","6370 Travel: $26.66","","$0.00","","","$26.66","none"
"Cypress LLP",2024-09,"$1,039.80","6344 Legal & Professional Services: $1,039.80","","$0.00","","","$1,039.80","none"
"Cypress LLP",2025-04,"$1,164.80","6344 Legal & Professional Services: $1,164.80","","$0.00","","","$1,164.80","none"
"Cypress LLP",2025-10,"$1,582.50","6344 Legal & Professional Services: $1,582.50","","$0.00","","","$1,582.50","none"
"DHL",2025-09,"$40.46","5405 Shipping Expense: $40.46","","$0.00","","","$40.46","none"
"DHL Service",2025-10,"$19.86","5405 Shipping Expense: $19.86","","$0.00","","","$19.86","none"
"DI Central",2024-08,"$2,437.76","6326 EDI Processing Expense: $2,437.76","","$0.00","","Other Miscellaneous Expense: $682.86","$1,754.90","none"
"DI Central",2024-10,"$920.08","6326 EDI Processing Expense: $920.08","","$0.00","","","$920.08","none"
"DI Central",2024-11,"$1,278.52","6326 EDI Processing Expense: $1,278.52","","$0.00","","","$1,278.52","none"
"DI Central",2024-12,"$547.14","6326 EDI Processing Expense: $547.14","","$0.00","","","$547.14","none"
"DI Central",2025-01,"$399.17","6326 EDI Processing Expense: $399.17","","$0.00","","","$399.17","none"
"DI Central",2025-02,"$255.21","6326 EDI Processing Expense: $255.21","","$0.00","","","$255.21","none"
"DI Central",2025-04,"$255.21","6326 EDI Processing Expense: $255.21","","$0.00","","","$255.21","none"
"DI Central",2025-05,"$255.21","6326 EDI Processing Expense: $255.21","","$0.00","","","$255.21","none"
"DI Central",2025-06,"$510.42","6326 EDI Processing Expense: $510.42","","$0.00","","","$510.42","none"
"DI Central",2025-07,"$255.21","6326 EDI Processing Expense: $255.21","","$0.00","","","$255.21","none"
"DI Central",2025-08,"$255.21","6326 EDI Processing Expense: $255.21","","$0.00","","","$255.21","none"
"DI Central",2025-09,"$255.21","6326 EDI Processing Expense: $255.21","","$0.00","","","$255.21","none"
"DI Central",2025-10,"$255.21","6326 EDI Processing Expense: $255.21","","$0.00","","","$255.21","none"
"DI Central",2025-11,"$255.21","6326 EDI Processing Expense: $255.21","","$0.00","","","$255.21","none"
"DI Central",2025-12,"$255.21","6326 EDI Processing Expense: $255.21","","$0.00","","","$255.21","none"
"DMV",2024-11,"$1,288.00","6346 Licenses & Fees Expense: $1,288.00","","$0.00","","","$1,288.00","none"
"DMV",2025-03,"$391.00","6346 Licenses & Fees Expense: $391.00","","$0.00","","","$391.00","none"
"DMV",2025-07,"$1,316.00","6346 Licenses & Fees Expense: $1,316.00","","$0.00","","","$1,316.00","none"
"DMV",2026-01,"$360.00","6346 Licenses & Fees Expense: $360.00","","$0.00","","","$360.00","none"
"Dahna Tal",2024-11,"$180.00","6130 Contractors: $180.00","","$0.00","","","$180.00","none"
"Damian Valencia",2026-06,"$1,147.25","6130 Contractors: $808.75; 5020 Manufacturing Expense Clearing: $338.50","5020 Manufacturing Expense Clearing: $338.50","$338.50","","","$808.75","none"
"Daughter Santiago",2025-06,"$225.00","8007 Uncategorized Expense: $225.00","","$0.00","","","$225.00","none"
"Delta Airlines",2025-07,"$2,231.92","6303 Air Fare Expense: $2,231.92","","$0.00","","","$2,231.92","none"
"Delta Airlines",2025-08,"$746.96","6303 Air Fare Expense: $746.96","","$0.00","","","$746.96","none"
"Diddy Riese",2024-10,"$21.00","6349 Meals & Entertainment: $21.00","","$0.00","","","$21.00","none"
"Dollar Tree",2024-10,"$123.49","6354 Office Supplies Expense: $123.49","","$0.00","","","$123.49","none"
"Dollar Tree",2024-11,"$67.07","6354 Office Supplies Expense: $67.07","","$0.00","","","$67.07","none"
"Doordash",2025-06,"$304.94","6349 Meals & Entertainment: $304.94","","$0.00","","","$304.94","none"
"Dynamic Full Ltd.",2025-11,"$40,000.00","8007 Uncategorized Expense: $40,000.00","","$0.00","","","$40,000.00","none"
"E.L.K Design Corp",2025-10,"$245.00","5202 Design Expense - Freelance: $245.00","","$0.00","","","$245.00","none"
"E360 Travelers",2026-05,"$49,360.00","6370 Travel: $49,360.00","","$0.00","","","$49,360.00","none"
"E360 Travelers",2026-06,"$11,357.50","6370 Travel: $11,357.50","","$0.00","","","$11,357.50","none"
"EDI Partners",2026-05,"$787.50","6326 EDI Processing Expense: $787.50","","$0.00","","","$787.50","none"
"EDI Partners",2026-06,"$43.75","6326 EDI Processing Expense: $43.75","","$0.00","","","$43.75","none"
"Efren X Zuniga",2025-12,"$44.00","6130 Contractors: $44.00","","$0.00","","","$44.00","none"
"Elevate Accounting Department",2025-09,"$400.00","6301 Accounting Service Expense: $400.00","","$0.00","","","$400.00","none"
"Elevate Accounting Department",2025-10,"$400.00","6301 Accounting Service Expense: $400.00","","$0.00","","","$400.00","none"
"Elevate Accounting Department",2025-11,"$250.00","6301 Accounting Service Expense: $250.00","","$0.00","","","$250.00","none"
"Emilio. Moncada",2024-08,"$11.55","6130 Contractors: $11.55","","$0.00","","Other Miscellaneous Expense: $11.55","$0.00","none"
"Emilio. Moncada",2025-04,"$20.71","6130 Contractors: $20.71","","$0.00","","","$20.71","none"
"Emilio. Moncada",2025-12,"$203.82","6130 Contractors: $203.82","","$0.00","","","$203.82","none"
"Etsy, Inc.",2025-10,"$627.87","6384 Merchant deposit fees: $627.87","","$0.00","","","$627.87","none"
"Expedia",2025-11,"$191.98","6370 Travel: $191.98","","$0.00","","","$191.98","none"
"Expo Solutions",2024-09,"$1,023.09","6604 Promotional Events Expense: $1,023.09","","$0.00","","","$1,023.09","none"
"Expo Solutions",2024-12,"$1,848.09","6604 Promotional Events Expense: $1,848.09","","$0.00","","","$1,848.09","none"
"Expo Solutions",2025-01,"$1,030.61","6604 Promotional Events Expense: $1,030.61","","$0.00","","","$1,030.61","none"
"Expo Solutions",2026-02,"$300.00","6604 Promotional Events Expense: $300.00","","$0.00","","","$300.00","none"
"Factory 1",2024-08,"$30,603.50","1201 Inventory - ROF: $30,603.50","","$0.00","","Other Miscellaneous Expense: $25,479.50","$5,124.00","none"
"Factory 1",2024-10,"$13,680.00","1201 Inventory - ROF: $13,680.00","1201 Inventory - ROF: $13,680.00","$13,680.00","","","$0.00","none"
"Factory 1",2024-11,"$101,340.00","1201 Inventory - ROF: $101,340.00","1201 Inventory - ROF: $101,340.00","$101,340.00","","","$0.00","none"
"Factory 1",2024-12,"$43,636.50","1201 Inventory - ROF: $43,636.50","1201 Inventory - ROF: $33,376.50","$33,376.50","","","$10,260.00","none"
"Factory 1",2025-01,"$6,840.00","1201 Inventory - ROF: $6,840.00","1201 Inventory - ROF: $273.60","$273.60","","","$6,566.40","none"
"Factory 1",2025-02,"$13,680.00","1201 Inventory - ROF: $13,680.00","1201 Inventory - ROF: $3,420.00","$3,420.00","","","$10,260.00","none"
"Factory 1",2025-03,"$51,414.34","1201 Inventory - ROF: $51,300.00; 5020 Manufacturing Expense Clearing: $114.34","5020 Manufacturing Expense Clearing: $114.34","$114.34","","","$51,300.00","none"
"Factory 1",2025-05,"$18,245.70","1201 Inventory - ROF: $18,245.70","1201 Inventory - ROF: $6,840.00","$6,840.00","","","$11,405.70","none"
"Factory 1",2025-06,"$58,960.80","1201 Inventory - ROF: $58,960.80","1201 Inventory - ROF: $14,158.80","$14,158.80","","","$44,802.00","none"
"Factory 1",2025-07,"$64,467.00","1201 Inventory - ROF: $64,467.00","1201 Inventory - ROF: $64,467.00","$64,467.00","","","$0.00","none"
"Factory 1",2025-08,"$18,963.00","1201 Inventory - ROF: $18,963.00","1201 Inventory - ROF: $18,963.00","$18,963.00","","","$0.00","none"
"Factory 1",2025-09,"$119,700.00","1201 Inventory - ROF: $119,700.00","1201 Inventory - ROF: $109,440.00","$109,440.00","","","$10,260.00","none"
"Factory 1",2025-10,"$44,460.00","1201 Inventory - ROF: $44,460.00","1201 Inventory - ROF: $44,460.00","$44,460.00","","","$0.00","none"
"Factory 1",2025-11,"$11,869.20","1201 Inventory - ROF: $11,869.20","1201 Inventory - ROF: $11,869.20","$11,869.20","","","$0.00","none"
"Factory 1",2025-12,"$17,994.00","1201 Inventory - ROF: $17,994.00","1201 Inventory - ROF: $10,434.00","$10,434.00","","","$7,560.00","none"
"Factory 1",2026-01,"$4,080.00","1201 Inventory - ROF: $4,080.00","1201 Inventory - ROF: $4,080.00","$4,080.00","","","$0.00","none"
"Factory 1",2026-02,"$3,480.00","1201 Inventory - ROF: $3,480.00","1201 Inventory - ROF: $3,480.00","$3,480.00","","","$0.00","none"
"Fashion Design, LLC",2026-03,"$28,804.20","1201 Inventory - ROF: $28,804.20","1201 Inventory - ROF: $28,804.20","$28,804.20","","","$0.00","none"
"Fashion Design, LLC",2026-05,"$39,853.44","1201 Inventory - ROF: $39,853.44","1201 Inventory - ROF: $39,853.44","$39,853.44","","","$0.00","none"
"Fashion Design, LLC",2026-06,"$36,948.00","6343 Inventory Adjustments Expense: $231.12; 1201 Inventory - ROF: $36,716.88","1201 Inventory - ROF: $36,716.88","$36,716.88","","","$231.12","none"
"FedEx",2024-08,"$240.46","5405 Shipping Expense: $240.46","","$0.00","","Other Miscellaneous Expense: $130.56","$109.90","none"
"FedEx",2024-09,"$306.76","5405 Shipping Expense: $306.76","","$0.00","","","$306.76","none"
"FedEx",2024-10,"$1,237.77","5405 Shipping Expense: $1,237.77","","$0.00","","","$1,237.77","none"
"FedEx",2024-12,"$706.17","5405 Shipping Expense: $706.17","","$0.00","","","$706.17","none"
"FedEx",2025-01,"$796.93","5405 Shipping Expense: $796.93","","$0.00","","","$796.93","none"
"FedEx",2025-04,"$369.34","5405 Shipping Expense: $369.34","","$0.00","","","$369.34","none"
"FedEx",2025-05,"$277.65","5405 Shipping Expense: $277.65","","$0.00","","","$277.65","none"
"FedEx",2025-06,"$898.72","5405 Shipping Expense: $898.72","","$0.00","","","$898.72","none"
"FedEx",2025-07,"$623.72","5405 Shipping Expense: $623.72","","$0.00","","","$623.72","none"
"FedEx",2025-08,"$1,412.52","5405 Shipping Expense: $1,412.52","","$0.00","","","$1,412.52","none"
"FedEx",2025-09,"$1,540.91","5405 Shipping Expense: $1,540.91","","$0.00","","","$1,540.91","none"
"FedEx",2025-10,"$6,790.12","5405 Shipping Expense: $672.14; 5403 Freight Out Expense: $6,117.98","5403 Freight Out Expense: $6,117.98","$6,117.98","","","$672.14","none"
"FedEx",2025-11,"$7,370.46","5405 Shipping Expense: $6,809.00; 5403 Freight Out Expense: $561.46","5403 Freight Out Expense: $561.46","$561.46","","","$6,809.00","none"
"FedEx",2025-12,"$29,521.03","5405 Shipping Expense: $19,488.28; 5403 Freight Out Expense: $10,032.75","5403 Freight Out Expense: $10,032.75","$10,032.75","","","$19,488.28","none"
"FedEx",2026-01,"$6,527.00","5405 Shipping Expense: $2,696.10; 5403 Freight Out Expense: $3,830.90","5403 Freight Out Expense: $3,830.90","$3,830.90","","","$2,696.10","none"
"FedEx",2026-02,"$11,949.36","5405 Shipping Expense: $4,525.49; 5403 Freight Out Expense: $7,369.31; 5402 Freight In Expense: $54.56","5403 Freight Out Expense: $7,369.31; 5402 Freight In Expense: $54.56","$7,423.87","","","$4,525.49","none"
"FedEx",2026-03,"$19,077.08","5405 Shipping Expense: $266.96; 5403 Freight Out Expense: $18,755.35; 5402 Freight In Expense: $54.77","5402 Freight In Expense: $54.77; 5403 Freight Out Expense: $18,755.35","$18,810.12","","","$266.96","none"
"FedEx",2026-04,"$1,241.25","5405 Shipping Expense: $19.61; 5403 Freight Out Expense: $1,185.95; 5402 Freight In Expense: $35.69","5403 Freight Out Expense: $1,185.95; 5402 Freight In Expense: $35.69","$1,221.64","","","$19.61","none"
"Filco carting",2025-05,"$274.97","6310 Cleaning and Maintenance Expens: $274.97","","$0.00","","","$274.97","none"
"Filco carting",2025-06,"$244.97","6310 Cleaning and Maintenance Expens: $244.97","","$0.00","","","$244.97","none"
"Filco carting",2025-07,"$244.97","6310 Cleaning and Maintenance Expens: $244.97","","$0.00","","","$244.97","none"
"Filco carting",2025-08,"$244.97","6310 Cleaning and Maintenance Expens: $244.97","","$0.00","","","$244.97","none"
"Filco carting",2025-09,"$244.97","6310 Cleaning and Maintenance Expens: $244.97","","$0.00","","","$244.97","none"
"Filco carting",2025-11,"$489.94","6310 Cleaning and Maintenance Expens: $489.94","","$0.00","","","$489.94","none"
"Filco carting",2025-12,"$244.97","6310 Cleaning and Maintenance Expens: $244.97","","$0.00","","","$244.97","none"
"Fineline Technologies",2024-08,"$39.00","6374 Warehouse Supplies Expense: $39.00","","$0.00","","","$39.00","none"
"Fineline Technologies",2025-08,"$2,334.90","6374 Warehouse Supplies Expense: $2,334.90","","$0.00","","","$2,334.90","none"
"Fineline Technologies",2025-09,"$530.36","6374 Warehouse Supplies Expense: $530.36","","$0.00","","","$530.36","none"
"Fineline Technologies",2025-11,"$731.73","6374 Warehouse Supplies Expense: $731.73","","$0.00","","","$731.73","none"
"Fineline Technologies",2025-12,"$1,107.83","6374 Warehouse Supplies Expense: $1,107.83","","$0.00","","","$1,107.83","none"
"Fineline Technologies",2026-02,"$2,478.53","6374 Warehouse Supplies Expense: $243.03; 5023 Ross Price Tickets: $2,235.50","5023 Ross Price Tickets: $2,235.50","$2,235.50","","","$243.03","none"
"Fineline Technologies",2026-03,"$756.65","6374 Warehouse Supplies Expense: $654.68; 5023 Ross Price Tickets: $101.97","5023 Ross Price Tickets: $101.97","$101.97","","","$654.68","none"
"Fineline Technologies",2026-04,"$112.71","6374 Warehouse Supplies Expense: $112.71","","$0.00","","","$112.71","none"
"Fineline Technologies",2026-05,"$691.65","6374 Warehouse Supplies Expense: $691.65","","$0.00","","","$691.65","none"
"Firefly Studio City",2025-09,"$337.36","6349 Meals & Entertainment: $337.36","","$0.00","","","$337.36","none"
"Flexport",2024-09,"$280.81","5402 Freight In Expense: $280.81","","$0.00","","","$280.81","none"
"Flexport",2024-10,"$125.53","5402 Freight In Expense: $125.53","","$0.00","","","$125.53","none"
"Flexport",2024-11,"$10.01","5402 Freight In Expense: $10.01","","$0.00","","","$10.01","none"
"Ford",2026-04,"$717.29","6304 Auto Expense: $717.29","","$0.00","","","$717.29","none"
"Franchise Tax Board",2024-10,"$8,486.00","8007 Uncategorized Expense: $8,486.00","","$0.00","","","$8,486.00","none"
"Freelancer",2025-07,"$79.33","6130 Contractors: $79.33","","$0.00","","","$79.33","none"
"Freelancer",2025-08,"$2,753.75","6130 Contractors: $2,753.75","","$0.00","","","$2,753.75","none"
"Freelancer",2025-09,"$2,515.76","6130 Contractors: $2,515.76","","$0.00","","","$2,515.76","none"
"Freelancer",2025-10,"$2,595.09","6130 Contractors: $2,595.09","","$0.00","","","$2,595.09","none"
"Freelancer",2025-11,"$2,673.80","6130 Contractors: $2,673.80","","$0.00","","","$2,673.80","none"
"Freelancer",2025-12,"$2,594.47","6130 Contractors: $2,594.47","","$0.00","","","$2,594.47","none"
"Freelancer",2026-01,"$2,594.47","6130 Contractors: $921.00; 6723 Website Ad Creation Expense: $1,673.47","6723 Website Ad Creation Expense: $1,673.47","$1,673.47","","","$921.00","none"
"Freelancer",2026-02,"$2,594.47","6130 Contractors: $1,265.62; 6723 Website Ad Creation Expense: $1,328.85","6723 Website Ad Creation Expense: $1,328.85","$1,328.85","","","$1,265.62","none"
